id,data,label
8977,"this NOD shall be given within 28 days after receiving the Employer’s Representative’s Notice of the determination under Sub-Clause or, if applicable, his/her Notice of the corrected determination under Sub-Clause.",NON
8978,The Employer shall not make a claim under the Performance Security.,EMPLOYER#OBLI-direct
8979,"except for failure by the Contractor to extend the validity of the Performance Security, as described in this Sub-Clause, the Employer may claim the full amount of the Performance Security.",NON
8980,"Employer is entitled to amounts under the Contract in the event of failure by the Contractor to pay the Employer an amount due, as agreed or determined under Sub-Clause or agreed or decided under Clause, within 42 days after the date of the agreement or determination or decision or arbitral award.",CONTRACTOR#OBLI-explain
8981,Employer is entitled to amounts under the Contract in the event of failure by the Contractor to remedy a default stated in a Notice given under Sub-Clause within 42 days or other time stated in the Notice.,CONTRACTOR#OBLI-explain
8982,"Employer is entitled to amounts under the Contract in the event of circumstances which entitle the Employer to terminate the Contract under Sub-Clause, irrespective of whether a Notice of termination has been given.",CONTRACTOR#OBLI-explain
8983,"Employer is entitled to amounts under the Contract under the Performance Security, except for amounts to which the Employer is entitled under the Contract if under Sub-Clause the Contractor removes any defective or damaged Plant from the Site, failure by the Contractor to repair such Plant, return it to the Site, reinstall it and retest it by the date of expiry of the relevant duration stated in the Contractor’s Notice.",CONTRACTOR#OBLI-explain
8984,"The Employer shall indemnify and hold the Contractor harmless against and from all damages, losses and expenses resulting from a claim under the Performance Security to the extent that the Employer was not entitled to make the claim.",EMPLOYER#OBLI-direct
8986,"The Contractor shall negotiate and pay all third party claims arising from their import, transport and handling.",CONTRACTOR#OBLI-direct
8987,"To the extent that the Contractor’s proposals for compliance constitute a Variation, the Employer shall initiate a Variation in accordance with Clause.",EMPLOYER#OBLI-direct
8988,"The Employer’s Personnel shall, during all the normal working hours stated in the Contract Data and at all other reasonable times during production, manufacture and construction.",OBLI-direct#OTHERS
8989,"the Employer may instruct the Contractor to carry out any remedial work which is urgently required for the safety of the Works, whether because of an accident, unforeseeable event or otherwise.",CONTRACTOR#OBLI-explain
8990,"To the extent that the cause of such suspension is the responsibility of the Contractor, Sub-Clauses shall not apply.",NON
8992,"If the suspension affects the whole of the Works, the Contractor may give a Notice of termination under Sub-Clause.",NON
8993,"The Employer may accept the damaged or defective work, in which case the Employer shall be entitled subject to Sub-Clause to payment of Performance Damages by the Contractor in full satisfaction of this failure.",CONTRACTOR#OBLI-explain
8994,"The Employer may accept the damaged or defective work, in which case the Employer shall be entitled subject to Sub-Clause to if there is no Schedule of Performance Guarantees under the Contract, or no applicable Performance Damages, a reduction in the Contract Price.",NON
8995,"The Employer may treat any part of the Works which cannot be used for its intended purpose under the Contract by reason of this failure as an omission, as if such omission had been instructed under Sub-Clause.",NON
8996,The Employer may terminate the Contract as a whole with immediate effect if the defect or damage deprives the Employer of substantially the whole benefit of the Works.,NON
8997,"the Contractor goes into liquidation, administration, reorganisation, winding-up or dissolution.",NON
8998,"the Contractor becomes subject to the appointment of a liquidator, receiver, administrator, manager or trustee.",NON
8999,the Contractor enters into a composition or arrangement with the Contractor’s creditors.,NON
